hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,payment_method,resv_status,meal,assgn_room,cus_seg,room_type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person,pos,comm_pay,customer_review
"Lexis Suites, Penang",North,Penang,City Hotel,Darin Clayton,652022903641,Clayton.Darin@outlook.com,3,Gold,Credit Card,Check0Out,BB,A,Corporate,Studio,3,0,Agoda,1.650,12,720,19.800,5%,990,19.530,300,Refunded,3/5/2024,15/5/2024,40,Amy,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Alejandro Thompson,453065606176,Alejandro_T@xfinity.com,3,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Studio,3,0,Direct,1.650,5,300,8.250,10%,825,7.725,300,Refunded,8/1/2024,13/1/2024,40,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Donald Poole,511077703393,Poole.Donald@mail.com,2,Platinum,Online Transfer,Check0Out,BB,A,Individual,Studio,3,0,Direct,1.650,2,120,3.300,10%,330,3.090,300,Refunded,4/3/2024,6/3/2024,40,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Timothy Wilson,166016806185,TWilson@yandex.com,5,Gold,Credit Card,Check0Out,BB,A,Individual,Single Room,1,1,Booking.com,550,9,360,4.950,5%,248,5.063,300,Refunded,14/8/2024,23/8/2024,0,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jessica Lee,144034608155,Lee.Jessica@hotmail.com,2,Gold,Online Transfer,Check0Out,BB,E,Corporate,Deluxe Room,2,0,Agoda,650,3,120,1.950,5%,98,1.973,300,Refunded,29/11/2024,2/12/2024,46,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Veronica Williams,322079402049,Williams.Veronica@xfinity.com,5,Platinum,Credit Card,Check0Out,BB,G,Corporate,Single Room,1,0,Booking.com,550,2,40,1.100,10%,110,1.030,300,Refunded,19/5/2024,21/5/2024,58,Derek,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Megan Mullins,589002002655,MMullins29@aol.com,5,Platinum,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,10,200,5.500,10%,550,5.150,300,Refunded,22/9/2024,2/10/2024,42,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Devin Morgan,431021600139,DMorgan40@aol.com,4,Gold,Online Transfer,Check0Out,BB,A,Individual,Studio,3,1,Direct,1.650,13,1.040,21.450,5%,1.073,21.418,300,Refunded,17/12/2024,30/12/2024,46,Derek,Sales Executive,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Julie Bell,176052406141,Bell.Julie@verizon.com,4,Platinum,Credit Card,Check0Out,BB,D,Family,Studio,3,0,Booking.com,1.650,6,360,9.900,10%,990,9.270,300,Refunded,31/10/2024,6/11/2024,48,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Heather Lopez,868045304856,Heather_Lopez@comcast.net,4,Gold,Credit Card,Check0Out,BB,A,Individual,Studio,3,0,Direct,1.650,9,540,14.850,5%,743,14.648,300,Refunded,5/1/2024,14/1/2024,40,Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Ashley Hardy,714044009811,Ashley.H@att.com,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Direct,650,12,480,7.800,10%,780,7.500,300,Refunded,19/6/2024,1/7/2024,"43,2",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Karen Sanchez,960071401881,KarenSanchez24@verizon.com,3,Platinum,Online Transfer,Check0Out,BB,A,Family,Royal Suite,3,2,Agoda,1.800,8,800,14.400,10%,1.440,13.760,300,Refunded,2/4/2024,10/4/2024,48,Leo,Sales Manager,30,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Douglas Russo,240066000366,Douglas_Russo44@verizon.com,5,Gold,Cash,Check0Out,BB,D,Corporate,Studio,3,0,Agoda,1.650,6,360,9.900,5%,495,9.765,300,Refunded,13/7/2024,19/7/2024,"43,2",Leo,Sales Manager,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Tara Reed,247018700716,Tara.R@aol.com,5,Gold,Cash,Check0Out,BB,D,Corporate,Studio,3,0,Agoda,1.650,13,780,21.450,5%,1.073,21.158,300,Refunded,22/8/2024,4/9/2024,"33,3",Leo,Sales Manager,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Rebecca Shannon,162073609224,Rebecca.S@outlook.com,5,Platinum,Online Transfer,Check0Out,BB,C,Corporate,Deluxe Room,2,0,Booking.com,650,6,240,3.900,10%,390,3.750,300,Refunded,16/5/2024,22/5/2024,"41,4",Derek,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Daniel Taylor,698098605699,DanielTaylor@aol.com,2,Platinum,Credit Card,Check0Out,BB,A,Individual,Single Room,1,1,Booking.com,550,5,200,2.750,10%,275,2.675,300,Refunded,5/2/2024,10/2/2024,"26,1",Derek,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Erica Smith,300017809297,EricaSmith@comcast.net,2,Gold,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Booking.com,550,14,280,7.700,5%,385,7.595,300,Refunded,13/9/2024,27/9/2024,35,Derek,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jamie Mendez,218012205960,Jamie.M@mail.com,4,Platinum,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Direct,650,5,200,3.250,10%,325,3.125,300,Refunded,12/9/2024,17/9/2024,"47,6",Amy,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Megan Henderson,906078607217,MeganHenderson@comcast.net,2,Platinum,Online Transfer,Check0Out,BB,A,Family,Studio,3,0,Agoda,1.650,15,900,24.750,10%,2.475,23.175,300,Refunded,15/9/2024,30/9/2024,"22,5",Leo,Sales Manager,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Nicolas Smith,995078807769,Smith_Nicolas@aol.com,2,Gold,Credit Card,Check0Out,BB,D,Family,Single Room,1,1,Direct,550,11,440,6.050,5%,303,6.188,300,Refunded,24/6/2024,5/7/2024,"48,9",Derek,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Stephen Morgan,347079204598,Morgan.Stephen@mail.com,2,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Direct,650,11,440,7.150,10%,715,6.875,300,Refunded,29/5/2024,9/6/2024,"43,2",Amy,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Christopher Martinez,666096709808,Christopher.Martinez62@yandex.com,3,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,15,300,8.250,5%,413,8.138,300,Refunded,12/9/2024,27/9/2024,40,Amy,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Adam Sanchez,104068106798,Sanchez.Adam@xfinity.com,4,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,2,40,1.100,5%,55,1.085,300,Refunded,29/3/2024,31/3/2024,48,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Stephanie Jackson,387038801415,Stephanie_Jackson92@verizon.com,5,Platinum,Credit Card,Check0Out,BB,A,Family,Deluxe Room,2,2,Booking.com,650,14,1.120,9.100,10%,910,9.310,300,Refunded,14/8/2024,28/8/2024,48,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Amy Jones,606058700130,Jones_Amy@xfinity.com,2,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Direct,650,10,400,6.500,10%,650,6.250,300,Refunded,3/9/2024,13/9/2024,48,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Bruce Branch,638082705905,Bruce.B@verizon.com,2,Platinum,Credit Card,Check0Out,BB,A,Corporate,Studio,3,0,Agoda,1.650,5,300,8.250,10%,825,7.725,300,Refunded,8/1/2024,13/1/2024,40,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Daniel Cole,114058200676,Cole.Daniel@hotmail.com,5,Platinum,Credit Card,Check0Out,BB,A,Family,Studio,3,0,Booking.com,1.650,4,240,6.600,10%,660,6.180,300,Refunded,12/4/2024,16/4/2024,48,Amy,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Larry Carter,544039309571,LarryCarter@hotmail.com,4,Gold,Online Transfer,Check0Out,BB,A,Family,Single Room,1,1,Booking.com,550,13,520,7.150,5%,358,7.313,300,Refunded,5/11/2024,18/11/2024,40,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Melanie Scott,910013503317,MScott92@outlook.com,5,Platinum,Credit Card,Check0Out,BB,F,Corporate,Deluxe Room,2,0,Agoda,650,8,320,5.200,10%,520,5.000,300,Refunded,13/7/2024,21/7/2024,40,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Brian Cross,358012500368,Brian.Cross@outlook.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Agoda,650,9,360,5.850,5%,293,5.918,300,Refunded,21/3/2024,30/3/2024,35,Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jennifer Shah,555047909886,Jennifer_Shah83@outlook.com,3,Gold,Online Transfer,Check0Out,BB,A,Individual,Studio,3,0,Booking.com,1.650,15,900,24.750,5%,1.238,24.413,300,Refunded,3/3/2024,18/3/2024,59,Leo,Sales Manager,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Jason Herman,135071602205,JasonHerman@xfinity.com,4,Platinum,Cash,Check0Out,BB,A,Family,Deluxe Room,2,1,Booking.com,650,16,960,10.400,10%,1.040,10.320,300,Refunded,5/7/2024,21/7/2024,36,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Benjamin Finley,161081601081,BFinley@protonmail.com,4,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Direct,650,16,640,10.400,5%,520,10.520,300,Refunded,9/2/2024,25/2/2024,"44,1",Leo,Sales Manager,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Scott Anthony,528069100334,Scott.Anthony@xfinity.com,5,Gold,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Agoda,650,14,560,9.100,5%,455,9.205,300,Refunded,14/7/2024,28/7/2024,"24,79",Derek,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Zoe Moore,285070803703,Zoe.Moore@xfinity.com,2,Gold,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,16,320,8.800,5%,440,8.680,300,Refunded,11/3/2024,27/3/2024,48,Derek,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Matthew Robinson,341056104640,Matthew.Robinson@yahoo.com,3,Gold,Credit Card,Check0Out,BB,A,Family,Studio,3,1,Booking.com,1.650,11,880,18.150,5%,908,18.123,300,Refunded,12/8/2024,23/8/2024,40,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Summer Morris,567080103218,Morris.Summer@xfinity.com,5,Gold,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Agoda,650,4,160,2.600,5%,130,2.630,300,Refunded,31/5/2024,4/6/2024,"42,55",Derek,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Hector Wright,887049804881,Hector.W70@verizon.com,2,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Studio,3,0,Booking.com,1.650,1,60,1.650,10%,165,1.545,300,Refunded,7/4/2024,8/4/2024,35,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Michael Carter,960081305961,Carter_Michael25@hotmail.com,4,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Agoda,650,2,80,1.300,10%,130,1.250,300,Refunded,18/1/2024,20/1/2024,40,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Thomas Mayo,979006202077,Thomas_Mayo@mail.com,5,Platinum,Online Transfer,Check0Out,BB,A,Family,Royal Suite,3,2,Agoda,1.800,8,800,14.400,10%,1.440,13.760,300,Refunded,2/1/2024,10/1/2024,40,Amy,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Marissa Bennett,278078006027,Marissa_Bennett92@yandex.com,4,Gold,Cash,Check0Out,HB,E,Corporate,Single Room,1,0,Booking.com,550,6,120,3.300,5%,165,3.255,300,Refunded,10/11/2024,16/11/2024,"105,5",Derek,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Tammy Williams,230074309983,TammyWilliams16@att.com,3,Gold,Cash,Check0Out,HB,E,Corporate,Single Room,1,0,Direct,550,6,120,3.300,5%,165,3.255,300,Refunded,27/6/2024,3/7/2024,"111,5",Leo,Sales Manager,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Adam Wall,244045608672,Wall.Adam@aol.com,2,Platinum,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Booking.com,650,11,440,7.150,10%,715,6.875,300,Refunded,25/2/2024,7/3/2024,36,Leo,Sales Manager,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Noah Willis,956004103558,Noah_Willis@zoho.com,5,Platinum,Cash,Check0Out,BB,E,Family,Deluxe Room,2,1,Booking.com,650,8,480,5.200,10%,520,5.160,300,Refunded,11/11/2024,19/11/2024,"54,99",Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Christopher Kim,280024808305,Kim.Christopher22@att.com,2,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,8,160,4.400,10%,440,4.120,300,Refunded,13/11/2024,21/11/2024,"43,2",Derek,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Robin Tran,305049700341,Robin.Tran@mail.com,2,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,4,80,2.200,10%,220,2.060,300,Refunded,10/12/2024,14/12/2024,"44,1",Derek,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,April Carter,112033705828,April.Carter20@comcast.net,4,Gold,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Direct,650,11,440,7.150,5%,358,7.233,300,Refunded,8/4/2024,19/4/2024,36,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Heather Mcmillan,139036602051,HMcmillan@aol.com,2,Platinum,Cash,Check0Out,HB,D,Family,Deluxe Room,2,2,Booking.com,650,16,1.280,10.400,10%,1.040,10.640,300,Refunded,26/10/2024,11/11/2024,70,Leo,Sales Manager,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Chad Mitchell,903019501788,Mitchell_Chad@mail.com,2,Platinum,Credit Card,Check0Out,HB,C,Individual,Studio,3,0,Agoda,1.650,5,300,8.250,10%,825,7.725,300,Refunded,19/9/2024,24/9/2024,93,Amy,Sales Executive,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Zachary Davis,107058007446,Davis.Zachary@att.com,2,Gold,Online Transfer,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Agoda,650,12,480,7.800,5%,390,7.890,300,Refunded,10/10/2024,22/10/2024,"26,1",Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Brian Weaver,677061208139,Brian_W@hotmail.com,5,Gold,Cash,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Direct,650,1,40,650,5%,33,658,300,Refunded,28/6/2024,29/6/2024,"54,4",Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Blake Martin,986047902174,Blake.Martin@comcast.net,2,Gold,Online Transfer,Check0Out,BB,D,Individual,Studio,3,1,Agoda,1.650,16,1.280,26.400,5%,1.320,26.360,300,Refunded,15/9/2024,1/10/2024,57,Derek,Sales Executive,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jennifer Cervantes,766014105447,Cervantes.Jennifer@aol.com,3,Gold,Credit Card,Check0Out,HB,C,Corporate,Deluxe Room,2,0,Agoda,650,7,280,4.550,5%,228,4.603,300,Refunded,10/3/2024,17/3/2024,"77,3",Amy,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Andrew Brown,161050907408,Andrew_Brown@yahoo.com,3,Platinum,Cash,Check0Out,BB,D,Corporate,Single Room,1,0,Booking.com,550,15,300,8.250,10%,825,7.725,300,Refunded,26/4/2024,11/5/2024,"24,8",Amy,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Dylan Wheeler,768070109069,DylanWheeler33@gmail.com,4,Platinum,Credit Card,Check0Out,BB,D,Corporate,Studio,3,0,Direct,1.650,10,600,16.500,10%,1.650,15.450,300,Refunded,13/1/2024,23/1/2024,"62,5",Amy,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Megan Johnson,501037404690,MJohnson@protonmail.com,5,Gold,Credit Card,Check0Out,BB,D,Individual,Deluxe Room,1,2,Booking.com,650,15,900,9.750,5%,488,10.163,300,Refunded,30/6/2024,15/7/2024,"62,5",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Lisa Romero,100074407911,Lisa.Romero@outlook.com,3,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Agoda,650,7,280,4.550,10%,455,4.375,300,Refunded,18/10/2024,25/10/2024,40,Amy,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jessica Hernandez,801098201061,Jessica_H36@xfinity.com,3,Gold,Cash,Check0Out,BB,E,Corporate,Single Room,1,0,Booking.com,550,13,260,7.150,5%,358,7.053,300,Refunded,2/7/2024,15/7/2024,"52,2",Amy,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Danielle Dixon,812077905841,DanielleDixon@yandex.com,3,Gold,Online Transfer,Check0Out,BB,A,Individual,Studio,3,0,Agoda,1.650,11,660,18.150,5%,908,17.903,300,Refunded,8/5/2024,19/5/2024,36,Leo,Sales Manager,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,William Bryant,892074402765,William_Bryant@protonmail.com,2,Gold,Online Transfer,Check0Out,BB,A,Individual,Royal Suite,3,2,Booking.com,1.800,8,800,14.400,5%,720,14.480,300,Refunded,21/1/2024,29/1/2024,36,Leo,Sales Manager,30,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Sarah Lam,867097809016,Sarah_Lam29@xfinity.com,4,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Booking.com,650,15,600,9.750,10%,975,9.375,300,Refunded,20/9/2024,5/10/2024,36,Derek,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Timothy Moore,153094605962,Moore_Timothy@zoho.com,3,Gold,Credit Card,Check0Out,BB,A,Corporate,Studio,3,0,Direct,1.650,3,180,4.950,5%,248,4.883,300,Refunded,5/7/2024,8/7/2024,40,Derek,Sales Executive,25,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Shane Dixon,571015205784,Shane_Dixon@zoho.com,2,Platinum,Online Transfer,Check0Out,BB,E,Corporate,Deluxe Room,2,0,Agoda,650,16,640,10.400,10%,1.040,10.000,300,Refunded,21/3/2024,6/4/2024,"52,2",Derek,Sales Executive,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Shelley White,274025304244,White.Shelley@outlook.com,5,Gold,Credit Card,Check0Out,BB,D,Family,Single Room,1,1,Booking.com,550,3,120,1.650,5%,83,1.688,300,Refunded,16/3/2024,19/3/2024,0,Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Valerie Ward,398022205623,Ward.Valerie@mail.com,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Studio,3,0,Direct,1.650,5,300,8.250,10%,825,7.725,300,Refunded,6/12/2024,11/12/2024,"52,4",Amy,Sales Executive,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Stacy Bryant,423049403916,Bryant.Stacy@mail.com,3,Platinum,Cash,Check0Out,BB,E,Individual,Studio,3,0,Agoda,1.650,10,600,16.500,10%,1.650,15.450,300,Refunded,15/5/2024,25/5/2024,30,Leo,Sales Manager,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,David Mills Jr.,177027201709,David_Jr.37@att.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Deluxe Room,2,0,Direct,650,9,360,5.850,10%,585,5.625,300,Refunded,5/1/2024,14/1/2024,"32,62",Derek,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Samantha Salazar,783087805810,Samantha_Salazar@outlook.com,2,Platinum,Cash,Check0Out,BB,E,Family,Single Room,1,1,Agoda,550,16,640,8.800,10%,880,8.560,300,Refunded,7/12/2024,23/12/2024,"40,5",Amy,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Joseph Brown,853098908459,Joseph_Brown@outlook.com,3,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,1,20,550,5%,28,543,300,Refunded,25/10/2024,26/10/2024,49,Leo,Sales Manager,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,William Church,168081706695,WChurch@zoho.com,5,Platinum,Online Transfer,Check0Out,BB,D,Corporate,Deluxe Room,2,0,Agoda,650,13,520,8.450,10%,845,8.125,300,Refunded,11/9/2024,24/9/2024,"32,62",Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Rachel Wilson,666061705309,Wilson_Rachel@aol.com,2,Platinum,Cash,Check0Out,BB,E,Corporate,Single Room,1,0,Booking.com,550,5,100,2.750,10%,275,2.575,300,Refunded,24/4/2024,29/4/2024,"40,5",Amy,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Alexander Johnson,460036505177,Alexander.J@yandex.com,3,Gold,Online Transfer,Check0Out,BB,E,Family,Deluxe Room,2,2,Agoda,650,9,720,5.850,5%,293,6.278,300,Refunded,19/9/2024,28/9/2024,78,Derek,Sales Executive,20,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Rebecca Franklin,236067608037,Rebecca.Franklin@hotmail.com,2,Platinum,Credit Card,Check0Out,HB,F,Corporate,Deluxe Room,2,0,Booking.com,650,13,520,8.450,10%,845,8.125,300,Refunded,22/6/2024,5/7/2024,104,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Amanda Washington,311004207320,Amanda_W@att.com,3,Gold,Cash,Check0Out,HB,D,Family,Studio,3,0,Agoda,1.650,14,840,23.100,5%,1.155,22.785,300,Refunded,28/3/2024,11/4/2024,94,Amy,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Ashley Nichols,567044704383,Nichols.Ashley98@zoho.com,4,Gold,Credit Card,Check0Out,BB,E,Corporate,Studio,3,0,Agoda,1.650,12,720,19.800,5%,990,19.530,300,Refunded,24/11/2024,6/12/2024,"62,16",Leo,Sales Manager,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,James Hoffman,917051704761,JHoffman12@yandex.com,5,Platinum,Credit Card,Check0Out,BB,E,Individual,Deluxe Room,1,2,Booking.com,650,11,660,7.150,10%,715,7.095,300,Refunded,29/4/2024,10/5/2024,"56,16",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Andrea Miller,414012805668,Andrea_Miller@verizon.com,2,Gold,Online Transfer,Check0Out,BB,E,Corporate,Deluxe Room,2,0,Agoda,650,5,200,3.250,5%,163,3.288,300,Refunded,29/2/2024,5/3/2024,"60,3",Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Andrew Mcmillan,488009803575,Andrew.Mcmillan69@outlook.com,3,Platinum,Credit Card,Check0Out,BB,E,Corporate,Single Room,1,0,Agoda,550,11,220,6.050,10%,605,5.665,300,Refunded,25/11/2024,6/12/2024,"38,47",Derek,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Andrew Rose,189089107108,AndrewRose@gmail.com,2,Gold,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,12,240,6.600,5%,330,6.510,300,Refunded,24/4/2024,6/5/2024,40,Leo,Sales Manager,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Justin Walsh,390052102563,Justin.Walsh@outlook.com,5,Platinum,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,2,Booking.com,650,1,80,650,10%,65,665,300,Refunded,27/2/2024,28/2/2024,40,Derek,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Lisa Gray,728060403573,Lisa.Gray@yahoo.com,2,Gold,Online Transfer,Check0Out,BB,A,Individual,Studio,3,0,Booking.com,1.650,16,960,26.400,5%,1.320,26.040,300,Refunded,15/3/2024,31/3/2024,40,Leo,Sales Manager,25,Poor
"Lexis Suites, Penang",North,Penang,City Hotel,Jennifer Lang,134088605229,JenniferLang@att.com,2,Gold,Online Transfer,Check0Out,HB,A,Corporate,Deluxe Room,2,0,Direct,650,4,160,2.600,5%,130,2.630,300,Refunded,24/1/2024,28/1/2024,66,Amy,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brad Hartman,333061401066,Brad_H@protonmail.com,4,Gold,Cash,Check0Out,BB,A,Individual,Studio,3,0,Agoda,1.650,2,120,3.300,5%,165,3.255,300,Refunded,11/7/2024,13/7/2024,36,Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Chelsea Evans,826001502686,CEvans@outlook.com,5,Gold,Cash,Check0Out,BB,A,Family,Deluxe Room,1,2,Direct,650,12,720,7.800,5%,390,8.130,300,Refunded,26/11/2024,8/12/2024,36,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Sarah Jordan,532044603737,Jordan.Sarah24@hotmail.com,3,Gold,Credit Card,Check0Out,BB,D,Family,Studio,3,0,Agoda,1.650,11,660,18.150,5%,908,17.903,300,Refunded,28/1/2024,8/2/2024,"32,4",Amy,Sales Executive,25,Good
